,Date,Year,Stream,Watershed,Site.Code,Tier,Reach,Reach.1,Pair.ID.1,Pair.ID,Survey.Type,Unit,Unit.1,SWFW,SWFW.1,Distance,DistFromEnd,Length,Area,N,N.1,S,S.1,E,E.1,W,W.1,CC,CC.1,Stream.Grad ,Unit.Grad.1,Unit.Gradient.2,Ave.Grad,RB.VW,LB.VW,Total.Width,RB.slope,LB.slope,Ave.Slope,Clay,Fines,Sand,Gravel,Pebble,Cobble,Boulder,SWD,LWD,WW.1,Depth1.1,Depth1.2,Depth1.3,Over.1,WW.2,Depth2.1,Depth2.2,Depth2.3,Over.2,WW.3,Depth3.1,Depth3.2,Depth3.3,Over.3,Ave.Depth,Ave.WW,Per.Over,Prop.Over,Per.Clay,Prop.Clay,Per.Fines,Prop.Fines,Per.Sand,Prop.Sand,Per.Gravel,Prop.Gravel,Per.Pebble,Prop.Pebble,Per.Cobble,Prop.Cobble,Per.Boulder,Prop.Boulder,Per.SWD,Prop.SWD,Per.LWD,Prop.LWD,Per.Wood,Prop.Wood,Per.Sed,Prop.Sed,Per.Coarse,Prop.Coarse,Easting,Northing,Datum,Error,Notes
,6/17/2016,2016,Godwood,0,GT1_TE4_SSS500,1,TE4,TE4,1,8,SSS,500,500,,,500,1000,,,0,17,6,11,3,14,0,17,100.00,86.50,3,,,,0,23,23,29,29,29,0,0,0,3,10,5,0,0,0,70,10,11,4,70,120,5,5,6,110,180,7,5,2,180,6.11,123.33,97.30,0.97,0.00,0.000000,0.00,0.00000,0.00,0.00,16.67,0.17,55.56,0.56,27.78,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,83.33,0.83333,,,,,
0,6/17/2016,2016,Godwood,0,GT1_TE4_540,1,TE4,TE4,1,8,GSR,540,540,,,540,960,,0,,,,,,,,,,,,2.5,,2.5,,,,,,,0,1,2,5,5,6,0,0,0,150,12,2,4,70,110,5,6,5,85,140,10,6,5,40,6.11,133.33,48.75,0.49,0.00,0.000000,5.26,0.05263,10.53,0.11,26.32,0.26,26.32,0.26,31.58,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.84,0.1584210526,57.89,0.57895,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_570,1,TE4,TE4,1,8,GSR,570,570,,,570,930,,0,,,,,,,,,,,,2.3,,2.3,,,,,,,0,0,1,2,7,10,0,0,0,120,17,19,8,60,140,8,8,6,60,160,6,6,6,65,9.33,140.00,44.05,0.44,0.00,0.000000,0.00,0.00000,5.00,0.05,10.00,0.10,35.00,0.35,50.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0500000000,85.00,0.85000,,,,,there is an overhang that we were not able to survey; there was some very large cobble pushing boulder size
0,6/22/2016,2016,Godwood,0,GT1_TE4_600,1,TE4,TE4,1,8,GSR,600,600,,,600,900,,0,0,17,0,17,0,17,1,16,100.00,98.50,2,2,2.25,2.125,0,9.3,9.3,16,21,18.5,0,1,9,0,0,0,0,10,0,70,10,10,5,30,60,6,6,8,60,73,4,8,4,20,6.78,67.67,54.19,0.54,0.00,0.000000,5.00,0.05000,45.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.50,0.00,0.00,50.50,0.51,50.05,0.5005000000,0.00,0.00,,,,,"pockets of water visible, but stream is under very large, recent looking ,woody debris jam; all belts - fully covred above 1  m"
0,6/22/2016,2016,Godwood,0,GT1_TE4_630,1,TE4,TE4,1,8,GSR,630,630,,,630,870,,0,,,,,,,,,,,,3.4,0,1.7,,,,,,,0,0,0,2,5,5,0,0,0,73,12,6,4,60,116,6,12,11,50,80,22,18,7,50,10.89,89.67,59.48,0.59,0.00,0.000000,0.00,0.00000,0.00,0.00,16.67,0.17,41.67,0.42,41.67,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,83.33,0.83333,,,,,
,6/21/2016,2016,Godwood,0,GT1_TE4_SSS650,1,TE4,TE4,1,8,SSS,650,650,,,650,850,,,6,11,3,14,3,14,5,12,91.18,74.50,3,,,,9,20,29,29,24,26.5,0,2,1,13,9,5,0,3,0,70,7,8,5,100,105,6,6,5,100,160,8,6,5,80,6.22,111.67,83.58,0.84,0.00,0.000000,6.06,0.06061,3.03,0.03,39.39,0.39,27.27,0.27,15.15,0.15,0.00,0.00,9.09,0.09,0.00,0.00,9.18,0.09,9.15,0.0915151515,42.42,0.42424,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_660,1,TE4,TE4,1,8,GSR,660,660,,,660,840,,0,,,,,,,,,,,,0,,0,,,,,,,0,4,0,7,7,1,0,0,0,185,8,9,7,80,132,10,12,8,80,125,14,14,10,25,10.22,147.33,41.86,0.42,0.00,0.000000,21.05,0.21053,0.00,0.00,36.84,0.37,36.84,0.37,5.26,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.26,0.2126315789,42.11,0.42105,,,,,super deep overhang of around 60cm
0,6/22/2016,2016,Godwood,0,GT1_TE4_690,1,TE4,TE4,1,8,GSR,690,690,,,690,810,,0,,,,,,,,,,,,2.9,7.6,5.25,,,,,,,0,0,0,5,13,6,0,0,0,150,7,2,2,45,145,7,2,5,70,210,2,4,2,20,3.67,168.33,26.73,0.27,0.00,0.000000,0.00,0.00000,0.00,0.00,20.83,0.21,54.17,0.54,25.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,79.17,0.79167,,,,,
,6/22/2016,2016,Godwood,0,GT1_TE4_SSS700,1,TE4,TE4,1,8,SSS,700,700,,,700,800,,,3,14,2,15,2,15,0,17,95.59,89.50,4,,,,11,23,34,23,33,28,0,0,2,4,0,0,0,0,0,60,4,5,2,40,,,,,,,,,,,1.22,20.00,66.67,0.67,0.00,0.000000,0.00,0.00000,33.33,0.33,66.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.3333333333,0.00,0.00,,,,,belt 1 & belt 2 are subsurface; lamprey
0,6/21/2016,2016,Godwood,0,GT1_TE4_720,1,TE4,TE4,1,8,GSR,720,720,,,720,780,,0,,,,,,,,,,,,3.8,0,1.9,,,,,,,0,0,0,3,9,9,0,0,0,160,9,2,9,70,160,3,7,8,70,110,10,16,16,50,8.89,143.33,44.19,0.44,0.00,0.000000,0.00,0.00000,0.00,0.00,14.29,0.14,42.86,0.43,42.86,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,85.71,0.85714,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_750,1,TE4,TE4,1,8,GSR_SSS,750,750,,,750,750,,0,0,17,0,17,0,17,0,17,100.00,100.00,2,2.75,,2.75,13,14,27,28,19,23.5,0,0,1,3,9,3,0,0,0,107,5,6,8,35,115,5,7,3,35,120,4,5,4,40,5.22,114.00,32.16,0.32,0.00,0.000000,0.00,0.00000,6.25,0.06,18.75,0.19,56.25,0.56,18.75,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.0625000000,75.00,0.75000,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_800,1,TE4,TE4,1,8,GSR_SSS,800,800,,,800,700,,0,4,13,1,16,1,16,2,15,94.12,88.00,1,0,,0,23,0,23,29,28,28.5,0,0,8,10,4,1,0,5,0,213,17,25,2,0,170,34,15,2,0,202,13,2,2,50,12.44,195.00,8.55,0.09,0.00,0.000000,0.00,0.00000,28.57,0.29,35.71,0.36,14.29,0.14,3.57,0.04,0.00,0.00,17.86,0.18,0.00,0.00,18.04,0.18,28.57,0.2857142857,17.86,0.17857,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_850,1,TE4,TE4,1,8,GSR_SSS,850,850,,,850,650,,0,5,12,5,12,1,16,0,17,92.65,83.50,1,2.3,,2.3,0,13,13,26,27,26.5,0,0,0,10,8,5,0,0,0,37,2,7,3,37,93,7,5,3,62,116,2,9,6,56,4.89,82.00,63.01,0.63,0.00,0.000000,0.00,0.00000,0.00,0.00,43.48,0.43,34.78,0.35,21.74,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,56.52,0.56522,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_900,1,TE4,TE4,1,8,GSR_SSS,900,900,,,900,600,,0,2,15,1,16,2,15,1,16,97.06,91.00,2,1.8,,1.8,0,12,12,26,28,27,0,0,3,3,13,17,0,0,0,114,5,4,5,40,116,4,6,4,5,140,4,3,6,10,4.56,123.33,14.86,0.15,0.00,0.000000,0.00,0.00000,8.33,0.08,8.33,0.08,36.11,0.36,47.22,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.0833333333,83.33,0.83333,,,,,whole unit covered by huckleberry over 1 m
0,6/22/2016,2016,Godwood,0,GT1_TE4_950,1,TE4,TE4,1,8,GSR_SSS,950,950,,,950,550,,0,7,10,0,17,2,15,3,14,89.71,82.00,2.5,6.6,,6.6,0,16,16,31,28,29.5,0,0,1,12,7,4,0,3,0,86,4,2,3,86,79,1,1,2,79,146,3,3,6,146,2.78,103.67,100.00,1.00,0.00,0.000000,0.00,0.00000,3.70,0.04,44.44,0.44,25.93,0.26,14.81,0.15,0.00,0.00,11.11,0.11,0.00,0.00,11.22,0.11,3.70,0.0370370370,40.74,0.40741,,,,,
0,6/22/2016,2016,Godwood,0,GT1_TE4_1000,1,TE4,TE4,1,8,GSR_SSS,1000,1000,,,1000,500,,0,0,17,0,17,0,17,0,17,100.00,100.00,1,5.95,,5.95,0,16,16,29,21,25,0,0,0,6,10,2,0,0,0,119,4,4,1,30,140,3,1,5,18,122,3,4,4,122,3.22,127.00,44.62,0.45,0.00,0.000000,0.00,0.00000,0.00,0.00,33.33,0.33,55.56,0.56,11.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,66.67,0.66667,,,,,
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS50,1,TSW2,TSW2,4,5,SSS,50,50,SSS,,50,740,,,0,17,0,17,0,17,1,16,100.00,98.50,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in valley yet; under a bunch of Ribes, may not be where the trib runs, hard to follow; subsurface"
0,7/15/2016,2016,Godwood,0,GT1_TSW2_55,1,TSW2,TSW2,4,5,GSR,55,55,,,55,735,,0,,,,,,,,,,,,0.5,,0.5,,,,,,,0,3,2,3,0,0,0,0,0,43,1,1,1,6,28,1,1,1,0,23,0.5,0.5,0.5,0,0.83,31.33,6.38,0.06,0.00,0.000000,37.50,0.37500,25.00,0.25,37.50,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.88,0.6287500000,0.00,0.00,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_88,1,TSW2,TSW2,4,5,GSR,88,88,88-91,,88,702,3,186,,,,,,,,,,,,0.5,,0.5,,,,,,,1,4,3,7,0,0,0,2,0,46,3,0.5,1,46,48,3,1,2,48,92,8,7,7,43,3.61,62.00,73.66,0.74,0.06,0.000600,23.53,0.23529,17.65,0.18,41.18,0.41,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.12,0.00,0.00,11.88,0.12,41.47,0.4147117647,0.00,0.00,,,,,
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS100,1,TSW2,TSW2,4,5,SSS,100,100,SSS,,100,690,,,2,15,2,15,0,17,0,17,97.06,94.00,,,,,NA,NA,NA,NA,NA,,0,2,1,8,1,1,0,0,0,53,2,1,0.5,33,60,3,4,2,35,35,9,8,5,30,3.83,49.33,66.22,0.66,0.00,0.000000,15.38,0.15385,7.69,0.08,61.54,0.62,7.69,0.08,7.69,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.23,0.2323076923,15.38,0.15385,,,,,Not in valley yet
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS150,1,TSW2,TSW2,4,5,SSS,150,150,SSS,,150,640,,,2,15,1,16,3,14,0,17,97.06,91.00,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not in valley yet; subsurface
0,7/15/2016,2016,Godwood,0,GT1_TSW2_162,1,TSW2,TSW2,4,5,GSR,162,162,,,162,628,,0,,,,,,,,,,,,2,,2,,,,,,,0,0,0,4,5,0,0,0,0,38,3,2,1,0,27,4,4,3,0,45,5,4,2,45,3.11,36.67,40.91,0.41,0.00,0.000000,0.00,0.00000,0.00,0.00,44.44,0.44,55.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,55.56,0.55556,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_200,1,TSW2,TSW2,4,5,GSR_SSS,200,200,200-206,,200,590,6,432,3,14,3,14,2,15,4,13,95.59,82.00,1,4,,4,20,0,20,20,29,24.5,0,1,1,3,3,12,0,0,0,73,4,7,2,73,107,2,0.5,1,107,36,0.5,0.5,3,36,2.28,72.00,100.00,1.00,0.00,0.000000,5.00,0.05000,5.00,0.05,15.00,0.15,15.00,0.15,60.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.1005000000,75.00,0.75000,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_250,1,TSW2,TSW2,4,5,GSR_SSS,250,250,,,250,540,,0,5,12,5,12,6,11,3,14,92.65,71.50,1,1,,1,10,10,20,20,26,23,0,0,0,9,2,1,0,0,0,37,1,1,1,37,45,2,1,1,45,50,4,2,1,50,1.56,44.00,100.00,1.00,0.00,0.000000,0.00,0.00000,0.00,0.00,75.00,0.75,16.67,0.17,8.33,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,25.00,0.25000,,,,,close to bridge and trail
0,7/15/2016,2016,Godwood,0,GT1_TSW2_300,1,TSW2,TSW2,4,5,GSR,300,300,300-302,,300,490,2,138,0,17,2,15,1,16,1,16,100.00,94.00,2,1,,1,3,12,15,21,23,22,0,0,2,4,4,9,0,0,0,54,2,2,2,46,66,4,5,3,32,87,8,4,1,31,3.44,69.00,52.66,0.53,0.00,0.000000,0.00,0.00000,10.53,0.11,21.05,0.21,21.05,0.21,47.37,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.1052631579,68.42,0.68421,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_350,1,TSW2,TSW2,4,5,GSR,350,350,,,350,440,,0,1,16,1,16,2,15,1,16,98.53,92.50,1,2,,2,8,4,12,23,23,23,0,0,0,1,6,2,0,0,0,28,4,4,2,0,32,2,3,1,8,45,1,1,3,45,2.33,35.00,50.48,0.50,0.00,0.000000,0.00,0.00000,0.00,0.00,11.11,0.11,66.67,0.67,22.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,88.89,0.88889,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_400,1,TSW2,TSW2,4,5,GSR,400,400,400-402,,400,390,2,96,1,16,0,17,0,17,0,17,98.53,98.50,3,1,,1,5,7,12,26,27,26.5,0,0,3,3,3,5,0,1,0,54,2,1,1,54,53,2,2,1,53,37,6,3,1,37,2.11,48.00,100.00,1.00,0.00,0.000000,0.00,0.00000,20.00,0.20,20.00,0.20,20.00,0.20,33.33,0.33,0.00,0.00,6.67,0.07,0.00,0.00,6.73,0.07,20.00,0.2000000000,53.33,0.53333,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_450,1,TSW2,TSW2,4,5,GSR,450,450,,,450,340,,0,0,17,0,17,0,17,0,17,100.00,100.00,,2,,2,10,1,11,20,25,22.5,0,0,0,4,8,3,0,0,0,60,3,3,3,0,65,2,3,4,0,34,6,5,2,5,3.44,53.00,3.14,0.03,0.00,0.000000,0.00,0.00000,0.00,0.00,26.67,0.27,53.33,0.53,20.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,73.33,0.73333,,,,,
0,7/15/2016,2016,Godwood,0,GT1_TSW2_500,1,TSW2,TSW2,4,5,GSR,500,500,,,500,290,,0,4,13,4,13,4,13,4,13,94.12,76.00,,1,,1,10,0,10,26,24,25,0,0,4,1,8,4,0,0,0,36,2,1,2,0,86,6,9,5,14,65,0.5,1,2,25,3.17,62.33,20.86,0.21,0.00,0.000000,0.00,0.00000,23.53,0.24,5.88,0.06,47.06,0.47,23.53,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53,0.2352941176,70.59,0.70588,,,,,
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS550,1,TSW2,TSW2,4,5,SSS,550,550,SSS,,550,240,,,7,10,4,13,8,9,3,14,89.71,67.00,NA,,,,10,20,30,27,25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS600,1,TSW2,TSW2,4,5,SSS,600,600,SSS,,600,190,,,6,11,5,12,5,12,3,14,91.18,71.50,NA,,,,2,5,7,32,23,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS650,1,TSW2,TSW2,4,5,SSS,650,650,SSS,,650,140,,,0,17,0,17,1,16,0,17,100.00,98.50,NA,,,,3,1,4,32,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
0,7/15/2016,2016,Godwood,0,GT1_TSW2_669,1,TSW2,TSW2,4,5,GSR,669,669,,,669,121,,0,,,,,,,,,,,,8,,8,,,,,,,0,1,0,2,3,4,0,0,0,29,2,2,2,0,34,1,1,0.5,0,53,1,2,1,5,1.39,38.67,4.31,0.04,0.00,0.000000,10.00,0.10000,0.00,0.00,20.00,0.20,30.00,0.30,40.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,0.1010000000,70.00,0.70000,,,,,
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS700,1,TSW2,TSW2,4,5,SSS,700,700,SSS,,700,90,,,0,17,0,17,0,17,0,17,100.00,100.00,NA,,,,0,3,3,35,30,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
x,7/15/2016,2016,Godwood,0,GT1_TSW2_SSS750,1,TSW2,TSW2,4,5,SSS,750,750,SSS,,750,40,,,4,13,1,16,3,14,2,15,94.12,85.00,NA,,,,1,1,2,28,25,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,,2016,Godwood,0,GT1_TSW2_End,1,TSW2,TSW2,4,5,,End,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413028,4580845,,,
,,2016,Godwood,0,GT1_TSW2_Start,1,TSW2,TSW2,4,5,,Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413454,4581246,,,
,,2016,Godwood,0,GT2_R1_End,2,1,1,5,1,,End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414214,4580353,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW1,2,1,1,5,1,GSR,FW1,1,FW,1,0,,5,1333,,,,,,,,,,,,0.7,,0.7,,,,,,,0,0,0,3,11,19,0,6,0,220,11,12,9,10,330,16,13,20,170,250,4,12,5,170,11.33,266.67,43.75,0.44,0.00,0.000000,0.00,0.00000,0.00,0.00,7.69,0.08,28.21,0.28,48.72,0.49,0.00,0.00,15.38,0.15,0.00,0.00,15.54,0.16,0.00,0.0000000010,76.92,0.76923,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW10,2,1,1,5,1,GSR,FW10,10,FW,1,0,,5,1228,,,,,,,,,,,,1.35,,1.35,,,,,,,0,0,0,12,15,6,0,2,0,227,15,13,4,130,230,12,13,9,80,280,5,9,4,140,9.33,245.67,47.49,0.47,0.00,0.000000,0.00,0.00000,0.00,0.00,34.29,0.34,42.86,0.43,17.14,0.17,0.00,0.00,5.71,0.06,0.00,0.00,5.77,0.06,0.00,0.0000000010,60.00,0.60000,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW14,2,1,1,5,1,GSR,FW14,14,FW,1,0,,5,1093,,,,,,,,,,,,1.75,,1.75,,,,,,,0,1,0,6,12,11,0,1,0,225,4,3,13,65,210,12,14,8,120,221,9,18,19,120,11.11,218.67,46.49,0.46,0.00,0.000000,3.23,0.03226,0.00,0.00,19.35,0.19,38.71,0.39,35.48,0.35,0.00,0.00,3.23,0.03,0.00,0.00,3.26,0.03,3.26,0.0325806452,74.19,0.74194,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW17,2,1,1,5,1,GSR,FW17,17,FW,1,0,,5,1433,,,,,,,,,,,,3.15,,3.15,,,,,,,0,1,0,6,25,10,0,0,0,240,10,5,7,30,280,8,5,5,0,340,12,9,8,90,7.67,286.67,13.95,0.14,0.00,0.000000,2.38,0.02381,0.00,0.00,14.29,0.14,59.52,0.60,23.81,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.0240476190,83.33,0.83333,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW19,2,1,1,5,1,GSR,FW19,19,FW,1,0,,5,1450,,,,,,,,,,,,0,,0,,,,,,,0,3,4,8,13,9,0,0,0,290,47,38,15,150,290,10,41,52,290,290,14,45,37,200,33.22,290.00,73.56,0.74,0.00,0.000000,8.11,0.08108,10.81,0.11,21.62,0.22,35.14,0.35,24.32,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.1900000000,59.46,0.59459,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW22,2,1,1,5,1,GSR,FW22,22,FW,1,0,,5,1803,,,,,,,,,,,,2.95,1.45,2.2,,,,,,,0,2,1,9,19,12,0,0,0,580,8,15,13,150,288,5,12,10,40,214,5,12,7,40,9.67,360.67,21.26,0.21,0.00,0.000000,4.65,0.04651,2.33,0.02,20.93,0.21,44.19,0.44,27.91,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.02,0.0702325581,72.09,0.72093,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW25,2,1,1,5,1,GSR,FW25,25,FW,1,0,,5,1207,,,,,,,,,,,,1.35,,1.35,,,,,,,0,0,0,6,13,13,0,0,0,240,27,20,8,50,184,9,17,24,5,300,18,18,4,210,16.11,241.33,36.60,0.37,0.00,0.000000,0.00,0.00000,0.00,0.00,18.75,0.19,40.63,0.41,40.63,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,81.25,0.81250,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW4,2,1,1,5,1,GSR,FW4,4,FW,1,0,,6,1100,,,,,,,,,,,,2.15,,2.15,,,,,,,0,2,0,7,7,9,0,0,0,150,8,20,19,80,180,8,7,5,50,220,10,6,5,0,9.78,183.33,23.64,0.24,0.00,0.000000,8.00,0.08000,0.00,0.00,28.00,0.28,28.00,0.28,36.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.08,0.0808000000,64.00,0.64000,,,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_FW7,2,1,1,5,1,GSR,FW7,7,FW,1,0,,5.5,1366,,,,,,,,,,,,4.55,1.3,2.925,,,,,,,0,1,2,6,19,8,0,0,0,310,13,2,15,230,170,10,14,9,27,265,9,9,6,185,9.67,248.33,59.33,0.59,0.00,0.000000,2.78,0.02778,5.56,0.06,16.67,0.17,52.78,0.53,22.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.36,0.0836111111,75.00,0.75000,,,,,
,,2016,Godwood,0,GT2_R1_SSS0,2,1,1,5,1,SSS,SSS0,0,SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,Godwood,0,GT2_R1_SSS100,2,1,1,5,1,SSS,SSS100,100,SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,Godwood,0,GT2_R1_SSS150,2,1,1,5,1,SSS,SSS150,150,SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,Godwood,0,GT2_R1_SSS200,2,1,1,5,1,SSS,SSS200,200,SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,Godwood,0,GT2_R1_SSS50,2,1,1,5,1,SSS,SSS50,50,SSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2016,Godwood,0,GT2_R1_Start,2,1,1,5,1,,Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414403,4580223,,,
0,5/19/2016,2016,Godwood,0,GT2_R1_SW1,2,1,1,5,1,GSR,SW1,1,SW,0,0,,4.5,1740,,,,,,,,,,,,0.5,,0.5,,,,,,,0,1,3,19,20,10,0,3,1,340,25,37,42,260,420,20,40,40,250,400,24,34,39,200,33.44,386.67,61.21,0.61,0.00,0.000000,1.75,0.01754,5.26,0.05,33.33,0.33,35.09,0.35,17.54,0.18,0.00,0.00,5.26,0.05,1.75,0.02,7.07,0.07,7.04,0.0703508772,52.63,0.52632,,,,,
