,Date,Year,Stream,Watershed,Site.Code,Tier,Reach,Reach.1,Pair.ID.1,Pair.ID,Survey.Type,Unit,Unit.1,SWFW,SWFW.1,Distance,DistFromEnd,Length,Area,N,N.1,S,S.1,E,E.1,W,W.1,CC,CC.1,Stream.Grad ,Unit.Grad.1,Unit.Gradient.2,Ave.Grad,RB.VW,LB.VW,Total.Width,RB.slope,LB.slope,Ave.Slope,Clay,Fines,Sand,Gravel,Pebble,Cobble,Boulder,SWD,LWD,WW.1,Depth1.1,Depth1.2,Depth1.3,Over.1,WW.2,Depth2.1,Depth2.2,Depth2.3,Over.2,WW.3,Depth3.1,Depth3.2,Depth3.3,Over.3,Ave.Depth,Ave.WW,Per.Over,Prop.Over,Per.Clay,Prop.Clay,Per.Fines,Prop.Fines,Per.Sand,Prop.Sand,Per.Gravel,Prop.Gravel,Per.Pebble,Prop.Pebble,Per.Cobble,Prop.Cobble,Per.Boulder,Prop.Boulder,Per.SWD,Prop.SWD,Per.LWD,Prop.LWD,Per.Wood,Prop.Wood,Per.Sed,Prop.Sed,Per.Coarse,Prop.Coarse,Easting,Northing,Datum,Error,Notes
,7/13/2016,2016,Streelow,1,ST1_TNW1_SSS350,1,TNW1,TNW1,4,5,SSS,350,350,,,350,408,,,0,17,0,17,0,17,1,16,100.00,98.50,NA,NA,,,6,10,16,19,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right ontop of an old logging road
,7/13/2016,2016,Streelow,1,ST1_TNW1_SSS400,1,TNW1,TNW1,4,5,SSS,400,400,,,400,358,,,2,15,2,15,2,15,2,15,97.06,88.00,,,,,0,10,10,23,22,22.5,4,3,1,4,0,0,2,1,0,40,6,4,8,5,57,9,10,7,10,70,4,5,5,70,6.44,55.67,50.90,0.51,0.27,0.002700,20.00,0.20000,6.67,0.07,26.67,0.27,0.00,0.00,0.00,0.00,13.33,0.13,6.67,0.07,0.00,0.00,6.73,0.07,27.14,0.2713600000,0.00,0.00,,,,,
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS450,1,TNW1,TNW1,4,5,SSS,450,450,,,450,308,,,0,17,1,16,0,17,1,16,100.00,97.00,NA,NA,,,1,1,2,32,29,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,7/13/2016,2016,Streelow,1,ST1_TNW1_SSS50,1,TNW1,TNW1,4,5,SSS,50,50,,,50,708,,,0,17,1,16,1,16,0,17,100.00,97.00,NA,NA,,,5,25,30,21,32,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,7/13/2016,2016,Streelow,1,ST1_TNW1_SSS500,1,TNW1,TNW1,4,5,SSS,500,500,,,500,258,,,2,15,3,14,3,14,2,15,97.06,85.00,NA,NA,,,2,0,2,26,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS500,1,TNW1,TNW1,4,5,SSS,500,500,,,500,258,,,2,15,3,14,3,14,2,15,97.06,85.00,5,,,,2,0,2,26,24,25,3,6,2,5,0,0,0,0,0,57,5,4,3,45,66,3,2,2,66,64,6,6,3,35,3.78,62.33,78.07,0.78,0.19,0.001900,37.50,0.37500,12.50,0.13,31.25,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.56,0.5056437500,0.00,0.00,,,,,
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS550,1,TNW1,TNW1,4,5,SSS,550,550,,,550,208,,,2,15,0,17,2,15,0,17,97.06,94.00,NA,NA,,,10,5,15,17,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"subsurface, road"
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS600,1,TNW1,TNW1,4,5,SSS,600,600,,,600,158,,,0,17,1,16,0,17,1,16,100.00,97.00,NA,NA,,,8,20,28,21,24,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"subsurface, road left bank"
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS650,1,TNW1,TNW1,4,5,SSS,650,650,,,650,108,,,0,17,0,17,1,16,0,17,100.00,98.50,NA,NA,,,5,15,20,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS700,1,TNW1,TNW1,4,5,SSS,700,700,,,700,58,,,1,16,1,16,0,17,0,17,98.53,97.00,NA,NA,,,1,1,2,18,17,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,7/14/2016,2016,Streelow,1,ST1_TNW1_SSS750,1,TNW1,TNW1,4,5,SSS,750,750,,,750,8,,,1,16,1,16,0,17,0,17,98.53,97.00,NA,NA,,,3,2,5,17,20,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subsurface
,,2016,Streelow,1,ST1_TNW1_Start,1,TNW1,TNW1,4,5,,Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412540,4578342,,,
,,2016,Streelow,1,ST2_R1_End,2,1,2,5,1,,End,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412424,4578047,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW11,2,1,2,5,1,GSR,FW11,11,FW,1,0,,7,2373,,,,,,,,,,,,1.6,,1.6,,,,,,,2,0,12,26,2,2,0,6,0,312,14,25,5,44,385,6,22,3,84,320,9,15,25,78,13.78,339.00,20.26,0.20,0.04,0.000400,0.00,0.00000,24.00,0.24,52.00,0.52,4.00,0.04,4.00,0.04,0.00,0.00,12.00,0.12,0.00,0.00,12.12,0.12,24.04,0.2404040000,8.00,0.08000,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW17,2,1,2,5,1,GSR,FW17,17,FW,1,0,,5,1387,,,,,,,,,,,,4,1.25,2.625,,,,,,,0,0,11,21,4,0,0,4,0,304,6,1,7,0,203,17,15,13,0,325,3,2,12,44,8.44,277.33,5.29,0.05,0.00,0.000000,0.00,0.00000,27.50,0.28,52.50,0.53,10.00,0.10,0.00,0.00,0.00,0.00,10.00,0.10,0.00,0.00,10.10,0.10,27.50,0.2750000000,10.00,0.10000,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW21,2,1,2,5,1,GSR,FW21,21,FW,1,0,,5,1050,,,,,,,,,,,,0.65,,0.65,,,,,,,0,3,8,9,3,2,0,3,3,260,11,17,32,140,210,13,17,6,10,160,23,10,4,110,14.78,210.00,41.27,0.41,0.00,0.000000,9.68,0.09677,25.81,0.26,29.03,0.29,9.68,0.10,6.45,0.06,0.00,0.00,9.68,0.10,9.68,0.10,19.45,0.19,35.58,0.3558064516,16.13,0.16129,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW24,2,1,2,5,1,GSR,FW24,24,FW,1,0,,5,1332,,,,,,,,,,,,3.25,,3.25,,,,,,,0,0,9,10,12,0,0,7,0,438,15,3,5,120,211,12,15,20,211,150,4,17,7,12,10.89,266.33,42.93,0.43,0.00,0.000000,0.00,0.00000,23.68,0.24,26.32,0.26,31.58,0.32,0.00,0.00,0.00,0.00,18.42,0.18,0.00,0.00,18.61,0.19,23.68,0.2368421053,31.58,0.31579,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW3,2,1,2,5,1,GSR,FW3,3,FW,1,0,,5.7,1530,,,,,,,,,,,,2.3,,2.3,,,,,,,0,5,8,22,2,0,0,2,0,310,11,12,12,120,215,7,4,9,9,280,11,2,2,,7.78,268.33,16.02,0.16,0.00,0.000000,12.82,0.12821,20.51,0.21,56.41,0.56,5.13,0.05,0.00,0.00,0.00,0.00,5.13,0.05,0.00,0.00,5.18,0.05,33.46,0.3346153846,5.13,0.05128,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW5,2,1,2,5,1,GSR,FW5,5,FW,1,0,,6.4,1468,,,,,,,,,,,,0,,0,,,,,,,0,2,4,17,6,0,0,4,0,205,7,9,13,37,170,28,18,7,147,313,28,8,11,76,14.33,229.33,37.79,0.38,0.00,0.000000,6.06,0.06061,12.12,0.12,51.52,0.52,18.18,0.18,0.00,0.00,0.00,0.00,12.12,0.12,0.00,0.00,12.24,0.12,18.24,0.1824242424,18.18,0.18182,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_FW7,2,1,2,5,1,GSR,FW7,7,FW,1,0,,5,1100,,,,,,,,,,,,0,,0,,,,,,,1,6,9,7,0,0,0,7,2,190,15,16,5,20,270,30,33,20,100,200,22,19,9,20,18.78,220.00,21.21,0.21,0.03,0.000300,18.75,0.18750,28.13,0.28,21.88,0.22,0.00,0.00,0.00,0.00,0.00,0.00,21.88,0.22,6.25,0.06,28.34,0.28,47.09,0.4709406250,0.00,0.00,,,,,
,9/10/2016,2016,Streelow,1,ST2_R1_SSS0,2,1,2,5,1,SSS,SSS0,0,SSS,,0,,,,1,16,0,17,0,17,0,17,98.53,98.50,0,,,,10,22,32,28,21,24.5,,,,,,,,,,260,,,,,310,,,,,250,,,,,,273.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"channel incised, if road wasn’t adjacent valley would have come right up to channel"
,9/10/2016,2016,Streelow,1,ST2_R1_SSS100,2,1,2,5,1,SSS,SSS100,100,SSS,,0,,,,1,16,1,16,0,17,3,14,98.53,92.50,0,,,,0,17,17,30,32,31,0,12,2,10,1,0,0,3,4,205,8,18,31,50,240,18,34,24,50,200,30,45,42,60,27.78,215.00,24.81,0.25,0.00,0.000000,37.50,0.37500,6.25,0.06,31.25,0.31,3.13,0.03,0.00,0.00,0.00,0.00,9.38,0.09,12.50,0.13,21.97,0.22,44.13,0.4412500000,3.13,0.03125,,,,,
,9/10/2016,2016,Streelow,1,ST2_R1_SSS150,2,1,2,5,1,SSS,SSS150,150,SSS,,0,,,,6,11,2,15,6,11,1,16,91.18,77.50,1,,,,16,0,16,27,26,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/10/2016,2016,Streelow,1,ST2_R1_SSS200,2,1,2,5,1,SSS,SSS200,200,SSS,,0,,,,3,14,8,9,4,13,4,13,95.59,71.50,0.5,,,,1.5,1.5,3,24,27,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/10/2016,2016,Streelow,1,ST2_R1_SSS50,2,1,2,5,1,SSS,SSS50,50,SSS,,0,,,,0,17,5,12,0,17,5,12,100.00,85.00,0,,,,5,8,13,30,19,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"for LB slope: 20 m West valley gets steeper, think theres a skid road, then valley around 30 degrees; sam as SW5"
,,2016,Streelow,1,ST2_R1_Start,2,1,2,5,1,,Start,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412480,4577901,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_SW12,2,1,2,5,1,GSR,SW12,12,SW,0,0,,4.6,1201,,,,,,,,,,,,0,,0,,,,,,,0,2,21,12,3,0,0,0,0,118,2,12,7,10,345,15,18,21,90,320,12,22,30,157,15.44,261.00,32.82,0.33,0.00,0.000000,5.26,0.05263,55.26,0.55,31.58,0.32,7.89,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.58,0.6057894737,7.89,0.07895,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_SW14,2,1,2,5,1,GSR,SW14,14,SW,0,0,,5,1693,,,,,,,,,,,,0,,0,,,,,,,0,0,18,15,8,1,0,7,0,367,22,26,24,115,259,15,27,27,30,390,15,7,136,11,33.22,338.67,15.35,0.15,0.00,0.000000,0.00,0.00000,36.73,0.37,30.61,0.31,16.33,0.16,2.04,0.02,0.00,0.00,14.29,0.14,0.00,0.00,14.43,0.14,36.73,0.3673469388,18.37,0.18367,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_SW2,2,1,2,5,1,GSR,SW2,2,SW,0,0,,4.7,1654,,,,,,,,,,,,0,,0,,,,,,,0,7,6,20,11,2,0,0,1,330,16,15,10,10,386,6,16,12,0,340,27,25,27,50,17.11,352.00,5.68,0.06,0.00,0.000000,14.89,0.14894,12.77,0.13,42.55,0.43,23.40,0.23,4.26,0.04,0.00,0.00,0.00,0.00,2.13,0.02,2.13,0.02,27.81,0.2780851064,27.66,0.27660,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_SW5,2,1,2,5,1,GSR,SW5,5,SW,0,0,,5,1867,,,,,,,,,,,,0,,0,,,,,,,3,9,12,25,5,0,0,1,0,440,25,22,20,130,420,30,29,18,105,260,22,18,20,14,22.67,373.33,22.23,0.22,0.05,0.000500,16.36,0.16364,21.82,0.22,45.45,0.45,9.09,0.09,0.00,0.00,0.00,0.00,1.82,0.02,0.00,0.00,1.84,0.02,38.40,0.3840054545,9.09,0.09091,,,,,
0,6/6/2016,2016,Streelow,1,ST2_R1_SW8,2,1,2,5,1,GSR,SW8,8,SW,0,0,,3.7,1098,,,,,,,,,,,,0,,0,,,,,,,0,4,8,13,11,4,1,2,0,320,23,24,14,80,310,33,36,17,50,260,39,47,35,135,29.78,296.67,29.78,0.30,0.00,0.000000,9.30,0.09302,18.60,0.19,30.23,0.30,25.58,0.26,9.30,0.09,2.33,0.02,4.65,0.05,0.00,0.00,4.70,0.05,28.00,0.2800000000,34.88,0.34884,,,,,
,,2016,Streelow,1,ST2_R2_End,2,2,2,5,2,,End,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412568,4578518,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_FW13,2,2,2,5,2,GSR,FW13,13,FW,1,0,,5,653,,,,,,,,,,,,0.2,,0.2,,,,,,,0,2,10,2,0,0,0,2,2,170,10,10,14,0,110,8,13,13,42,112,8,11,10,0,10.78,130.67,10.71,0.11,0.00,0.000000,11.11,0.11111,55.56,0.56,11.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.11,11.11,0.11,22.33,0.22,66.78,0.6677777778,0.00,0.00,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_FW14,2,2,2,5,2,GSR,FW14,14,FW,1,0,,5,470,,,,,,,,,,,,0.3,,0.3,,,,,,,0,0,8,0,0,0,0,5,0,87,12,7,7,0,110,19,9,13,22,85,13,13,9,15,11.33,94.00,13.12,0.13,0.00,0.000000,0.00,0.00000,61.54,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.46,0.38,0.00,0.00,38.85,0.39,61.54,0.6153846154,0.00,0.00,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_FW2,2,2,2,5,2,GSR,FW2,2,FW,1,0,,5,1048,,,,,,,,,,,,0.7,,0.7,,,,,,,0,0,0,18,8,4,0,0,0,234,7,4,8,11,213,8,1,10,31,182,17,5,1,16,6.78,209.67,9.22,0.09,0.00,0.000000,0.00,0.00000,0.00,0.00,60.00,0.60,26.67,0.27,13.33,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,40.00,0.40000,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_FW5,2,2,2,5,2,GSR,FW5,5,FW,1,0,,3,403,,,,,,,,,,,,0.5,,0.5,,,,,,,1,0,2,11,0,0,1,3,0,133,15,26,30,0,114,4,7,6,2,156,8,8,10,4,12.67,134.33,1.49,0.01,0.06,0.000600,0.00,0.00000,11.11,0.11,61.11,0.61,0.00,0.00,0.00,0.00,5.56,0.06,16.67,0.17,0.00,0.00,16.83,0.17,11.17,0.1116722222,0.00,0.00,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_FW8,2,2,2,5,2,GSR,FW8,8,FW,1,0,,5,880,,,,,,,,,,,,2.6,0,1.3,,,,,,,2,0,0,15,7,0,0,1,0,209,13,14,10,19,149,20,4,1,32,170,10,8,3,5,9.22,176.00,10.61,0.11,0.08,0.000800,0.00,0.00000,0.00,0.00,60.00,0.60,28.00,0.28,0.00,0.00,0.00,0.00,4.00,0.04,0.00,0.00,4.04,0.04,0.08,0.0001010808,28.00,0.28000,,,,,
,8/31/2016,2016,Streelow,1,ST2_R2_SSS0,2,2,2,5,2,SSS,SSS0,0,SSS,,0,,,,1,16,0,17,2,15,0,17,98.53,95.50,,,,,37,0,37,15,16,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/9/2016,2016,Streelow,1,ST2_R2_SSS100,2,2,2,5,2,SSS,SSS100,100,SSS,,0,,,,1,16,2,15,4,13,0,17,98.53,89.50,,,,,,,,,,,3,2,14,5,0,0,0,2,0,180,33,23,14,35,190,35,32,15,100,164,24,18,11,120,22.78,178.00,47.75,0.48,0.12,0.001200,7.69,0.07692,53.85,0.54,19.23,0.19,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.08,0.00,0.00,7.77,0.08,61.73,0.6173192308,0.00,0.00,,,,,
,6/9/2016,2016,Streelow,1,ST2_R2_SSS150,2,2,2,5,2,SSS,SSS150,150,SSS,,0,,,,4,13,1,16,2,15,0,17,94.12,89.50,0.5,,,,,,,,,,0,1,2,9,4,6,0,2,1,180,28,36,51,35,180,32,43,44,122,200,31,40,37,200,38.00,186.67,63.75,0.64,0.00,0.000000,4.00,0.04000,8.00,0.08,36.00,0.36,16.00,0.16,24.00,0.24,0.00,0.00,8.00,0.08,4.00,0.04,12.08,0.12,12.04,0.1204000000,40.00,0.40000,,,,,
,6/9/2016,2016,Streelow,1,ST2_R2_SSS200,2,2,2,5,2,SSS,SSS200,200,SSS,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,1,0,0,0,2,0,84,23,23,17,15,100,7,14,19,50,83,8,12,16,70,15.44,89.00,50.56,0.51,0.00,0.000000,0.00,0.00000,76.92,0.77,7.69,0.08,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.15,0.00,0.00,15.54,0.16,76.92,0.7692307692,0.00,0.00,,,,,
,6/9/2016,2016,Streelow,1,ST2_R2_SSS50,2,2,2,5,2,SSS,SSS50,50,SSS,,0,,,,2,15,3,14,2,15,0,17,97.06,89.50,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refer to FW5 for substrate/cover/depth
,,2016,Streelow,1,ST2_R2_Start,2,2,2,5,2,,Start,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412573,4578381,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW10,2,2,2,5,2,GSR,SW10,10,SW,0,0,,5,925,,,,,,,,,,,,0,,0,,,,,,,7,5,8,4,2,0,0,1,0,210,21,26,30,25,100,8,7,3,15,245,28,23,32,18,19.78,185.00,10.45,0.10,0.26,0.002600,18.52,0.18519,29.63,0.30,14.81,0.15,7.41,0.07,0.00,0.00,0.00,0.00,3.70,0.04,0.00,0.00,3.74,0.04,48.60,0.4859518519,7.41,0.07407,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW14,2,2,2,5,2,GSR,SW14,14,SW,0,0,,5,958,,,,,,,,,,,,0,,0,,,,,,,2,4,5,13,4,0,0,0,0,200,17,24,29,108,184,19,20,22,55,191,28,26,24,60,23.22,191.67,38.78,0.39,0.07,0.000700,14.29,0.14286,17.86,0.18,46.43,0.46,14.29,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.36,0.3235785714,14.29,0.14286,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW19,2,2,2,5,2,GSR,SW19,19,SW,0,0,,5,633,,,,,,,,,,,,0,,0,,,,,,,0,3,6,0,0,0,0,7,3,100,7,12,10,0,160,10,14,16,5,120,13,28,19,15,14.33,126.67,5.26,0.05,0.00,0.000000,15.79,0.15789,31.58,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.84,0.37,15.79,0.16,53.00,0.53,47.53,0.4752631579,0.00,0.00,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW2,2,2,2,5,2,GSR,SW2,2,SW,0,0,,5,1272,,,,,,,,,,,,0,,0,,,,,,,6,0,18,6,6,0,0,1,0,221,31,47,58,193,305,22,36,60,0,237,20,38,54,32,40.67,254.33,29.49,0.29,0.16,0.001600,0.00,0.00000,48.65,0.49,16.22,0.16,16.22,0.16,0.00,0.00,0.00,0.00,2.70,0.03,0.00,0.00,2.73,0.03,48.81,0.4881243243,16.22,0.16216,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW5,2,2,2,5,2,GSR,SW5,5,SW,0,0,,3.5,483,,,,,,,,,,,,0,,0,,,,,,,6,0,7,5,0,0,0,2,0,100,13,29,25,12,140,14,27,27,0,174,17,30,27,6,23.22,138.00,4.35,0.04,0.30,0.003000,0.00,0.00000,35.00,0.35,25.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.10,0.00,0.00,10.10,0.10,35.30,0.3530300000,0.00,0.00,,,,,
0,6/8/2016,2016,Streelow,1,ST2_R2_SW8,2,2,2,5,2,GSR,SW8,8,SW,0,0,,5,1125,,,,,,,,,,,,0,,0,,,,,,,3,11,7,2,6,1,0,3,0,205,14,15,13,10,230,40,28,14,80,240,38,31,8,60,22.33,225.00,22.22,0.22,0.09,0.000900,33.33,0.33333,21.21,0.21,6.06,0.06,18.18,0.18,3.03,0.03,0.00,0.00,9.09,0.09,0.00,0.00,9.18,0.09,54.97,0.5497060606,21.21,0.21212,,,,,
,,2016,Streelow,1,ST2_R3_End,2,3,2,5,3,End,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412515,4578999,,,
0,6/10/2016,2016,Streelow,1,ST2_R3_FW12,2,3,2,5,3,GSR,FW12,12,FW,1,0,,5,422,,,,,,,,,,,,2.5,,2.5,,,,,,,0,0,0,1,10,0,0,0,0,90,2,3,5,90,90,4,4,6,0,73,5,8,6,40,4.78,84.33,51.38,0.51,0.00,0.000000,0.00,0.00000,0.00,0.00,9.09,0.09,90.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0000000010,90.91,0.90909,,,,,"belt 2 - gravel island in middle of channel, not included in wetted width or substrates"
0,6/10/2016,2016,Streelow,1,ST2_R3_FW13,2,3,2,5,3,GSR,FW13,131,FW,1,0,,4,760,,,,,,,,,,,,0,,0,,,,,,,1,0,7,5,11,0,0,0,3,190,14,16,18,50,170,21,28,23,110,210,8,21,15,15,18.22,190.00,30.70,0.31,0.04,0.000400,0.00,0.00000,25.93,0.26,18.52,0.19,40.74,0.41,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.11,11.11,0.11,25.96,0.2596333333,40.74,0.40741,,,,,
0,6/9/2016,2016,Streelow,1,ST2_R3_FW4,2,3,2,5,3,GSR,FW4,4,FW,1,0,,5.3,535,,,,,,,,,,,,0.5,,0.5,,,,,,,1,0,0,5,3,4,0,0,0,130,9,7,2,20,100,7,13,12,4,73,5,10,13,5,8.67,101.00,9.57,0.10,0.08,0.000800,0.00,0.00000,0.00,0.00,38.46,0.38,23.08,0.23,30.77,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0001077692,53.85,0.53846,,,,,
0,6/9/2016,2016,Streelow,1,ST2_R3_FW8,2,3,2,5,3,GSR,FW8,8,FW,1,0,,3,595,,,,,,,,,,,,3.45,0,1.725,,,,,,,1,0,0,8,9,9,0,0,0,210,10,7,10,35,205,12,3,7,20,180,10,6,2,20,7.44,198.33,12.61,0.13,0.04,0.000400,0.00,0.00000,0.00,0.00,29.63,0.30,33.33,0.33,33.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0001037407,66.67,0.66667,,,,,belt 1 & 2- Dicamp
,8/31/2016,2016,Streelow,1,ST2_R3_SSS0,2,3,2,5,3,SSS,SSS0,0,SSS,,0,,,,0,17,0,17,0,17,0,17,100.00,100.00,,,,,36,41,77,12,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RLF; didn’t want to take hab measurements so much later than I took the rest
,6/9/2016,2016,Streelow,1,ST2_R3_SSS100,2,3,2,5,3,SSS,SSS100,100,SSS,,0,,,,1,16,0,17,1,16,1,16,98.53,95.50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/9/2016,2016,Streelow,1,ST2_R3_SSS150,2,3,2,5,3,SSS,SSS150,150,SSS,,0,,,,0,17,0,17,0,17,1,16,100.00,98.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/9/2016,2016,Streelow,1,ST2_R3_SSS200,2,3,2,5,3,SSS,SSS200,200,SSS,,0,,,,0,17,0,17,0,17,0,17,100.00,100.00,0,,,,,,,,,,0,0,1,5,8,2,0,0,0,120,18,15,7,70,130,28,36,25,90,140,36,45,42,60,28.00,130.00,56.41,0.56,0.00,0.000000,0.00,0.00000,6.25,0.06,31.25,0.31,50.00,0.50,12.50,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.0625000000,62.50,0.62500,,,,,"belt 1 - Dicamp (6/10), 2 Dicamps (6/13)"
